"Ensembl_ID" "Gene_symbol" "Biotype" "Comparison" "logFC" "FDR"
"ENSG00000245468" "LINC02447" "lncRNA" "Normal vs Doxo-treated" 0.160148976 1
"ENSG00000245532" "NEAT1" "lncRNA" "Normal vs Doxo-treated" -0.698519004 1
"ENSG00000245552" "LNCRNA-IUR" "lncRNA" "Normal vs Doxo-treated" 0.747554796 1
"ENSG00000245571" "FAM111A-DT" "lncRNA" "Normal vs Doxo-treated" 0.07138058 1
"ENSG00000245573" "BDNF-AS" "lncRNA" "Normal vs Doxo-treated" 0.038075581 1
"ENSG00000245614" "DDX11-AS1" "lncRNA" "Normal vs Doxo-treated" -0.718984621 1
"ENSG00000245651" "ENSG00000245651" "lncRNA" "Normal vs Doxo-treated" 0.358173173 1
"ENSG00000245667" "ENSG00000245667" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000245680" "ZNF585B" "Protein_Coding" "Normal vs Doxo-treated" 0.26477182 1
"ENSG00000245685" "FRG1-DT" "lncRNA" "Normal vs Doxo-treated" -0.028330306 1
"ENSG00000245694" "CRNDE" "lncRNA" "Normal vs Doxo-treated" -0.042249872 1
"ENSG00000245711" "NADK2-AS1" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000245729" "LINC02226" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000245849" "RAD51-AS1" "lncRNA" "Normal vs Doxo-treated" -0.693494364 1
"ENSG00000245857" "GS1-24F4.2" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000245888" "NSMCE1-DT" "lncRNA" "Normal vs Doxo-treated" 0.7816203 1
"ENSG00000245910" "SNHG6" "lncRNA" "Normal vs Doxo-treated" -0.170330373 1
"ENSG00000245937" "SLC12A2-DT" "lncRNA" "Normal vs Doxo-treated" -0.387786416 1
"ENSG00000245970" "RPL30-AS1" "lncRNA" "Normal vs Doxo-treated" 0.210469887 1
"ENSG00000246067" "RAB30-DT" "lncRNA" "Normal vs Doxo-treated" 0.265227305 1
"ENSG00000246089" "MCPH1-DT" "lncRNA" "Normal vs Doxo-treated" 0.251650278 1
"ENSG00000246174" "KCTD21-AS1" "lncRNA" "Normal vs Doxo-treated" 0.285497685 1
"ENSG00000246228" "CASC8" "lncRNA" "Normal vs Doxo-treated" 0.620627938 1
"ENSG00000246250" "ENSG00000246250" "lncRNA" "Normal vs Doxo-treated" 0.355124463 1
"ENSG00000246283" "TTBK2-AS1" "lncRNA" "Normal vs Doxo-treated" 0.554025243 1
"ENSG00000246316" "ENSG00000246316" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000246350" "ZBED9-AS1" "lncRNA" "Normal vs Doxo-treated" -0.148402483 1
"ENSG00000246541" "SMARCAD1-DT" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000246560" "UBE2D3-AS1" "lncRNA" "Normal vs Doxo-treated" 0.110827714 1
"ENSG00000246627" "CACNA1C-AS1" "lncRNA" "Normal vs Doxo-treated" -0.14360888 1
"ENSG00000246662" "CIBAR1-DT" "lncRNA" "Normal vs Doxo-treated" 0.618213364 1
"ENSG00000246731" "MGC16275" "lncRNA" "Normal vs Doxo-treated" -0.607518949 1
"ENSG00000246790" "SORL1-AS1" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000246820" "RIC3-DT" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000246851" "ENSG00000246851" "lncRNA" "Normal vs Doxo-treated" -0.125658822 1
"ENSG00000246876" "LINC02466" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000246898" "LINC00920" "lncRNA" "Normal vs Doxo-treated" 0.086947345 1
"ENSG00000246922" "UBAP1L" "Protein_Coding" "Normal vs Doxo-treated" 0.277499869 1
"ENSG00000246982" "BRPF3-AS1" "lncRNA" "Normal vs Doxo-treated" 0.26507868 1
"ENSG00000247033" "ENSG00000247033" "lncRNA" "Normal vs Doxo-treated" 1.090278669 1
"ENSG00000247049" "ENSG00000247049" "lncRNA" "Normal vs Doxo-treated" 0.712450142 1
"ENSG00000247077" "PGAM5" "Protein_Coding" "Normal vs Doxo-treated" -0.138450492 1
"ENSG00000247081" "BAALC-AS1" "lncRNA" "Normal vs Doxo-treated" 0.490817951 1
"ENSG00000247130" "ENSG00000247130" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000247137" "ANKRD42-DT" "lncRNA" "Normal vs Doxo-treated" 0.041894894 1
"ENSG00000247157" "LINC01252" "lncRNA" "Normal vs Doxo-treated" 0.074121607 1
"ENSG00000247193" "ENSG00000247193" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000247199" "FBXO38-DT" "lncRNA" "Normal vs Doxo-treated" 0.553346533 1
"ENSG00000247228" "ENSG00000247228" "lncRNA" "Normal vs Doxo-treated" 0.568006779 1
"ENSG00000247240" "UBL7-DT" "lncRNA" "Normal vs Doxo-treated" -0.185860872 1
"ENSG00000247271" "ZBED5-AS1" "lncRNA" "Normal vs Doxo-treated" -0.460217412 1
"ENSG00000247311" "ENSG00000247311" "lncRNA" "Normal vs Doxo-treated" -0.515582714 1
"ENSG00000247315" "ZCCHC3" "Protein_Coding" "Normal vs Doxo-treated" -0.105828012 1
"ENSG00000247317" "LY6E-DT" "lncRNA" "Normal vs Doxo-treated" -0.300019155 1
"ENSG00000247372" "ENSG00000247372" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000247373" "TMED2-DT" "lncRNA" "Normal vs Doxo-treated" 0.560019492 1
"ENSG00000247402" "ENSG00000247402" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000247473" "CARS1-AS1" "lncRNA" "Normal vs Doxo-treated" 0.761877248 1
"ENSG00000247516" "MIR4458HG" "lncRNA" "Normal vs Doxo-treated" 0.621204458 1
"ENSG00000247572" "CKMT2-AS1" "lncRNA" "Normal vs Doxo-treated" 0.279470971 1
"ENSG00000247595" "SPTY2D1OS" "Protein_Coding" "Normal vs Doxo-treated" -0.3375482 1
"ENSG00000247596" "TWF2" "Protein_Coding" "Normal vs Doxo-treated" -0.34162467 1
"ENSG00000247626" "MARS2" "Protein_Coding" "Normal vs Doxo-treated" 0.395088697 1
"ENSG00000247728" "ARHGAP11B-DT" "lncRNA" "Normal vs Doxo-treated" -0.722615434 1
"ENSG00000247746" "USP51" "Protein_Coding" "Normal vs Doxo-treated" -0.094029294 1
"ENSG00000247765" "ENSG00000247765" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000247828" "TMEM161B-DT" "lncRNA" "Normal vs Doxo-treated" -0.191793795 1
"ENSG00000247853" "ENSG00000247853" "lncRNA" "Normal vs Doxo-treated" 0.26654057 1
"ENSG00000247925" "ENSG00000247925" "lncRNA" "Normal vs Doxo-treated" -0.131386843 1
"ENSG00000247934" "ENSG00000247934" "lncRNA" "Normal vs Doxo-treated" 0.580480589 1
"ENSG00000247950" "SEC24B-AS1" "lncRNA" "Normal vs Doxo-treated" 0.121999631 1
"ENSG00000247970" "ENSG00000247970" "lncRNA" "Normal vs Doxo-treated" -0.836054302 1
"ENSG00000247993" "FOXD1-AS1" "lncRNA" "Normal vs Doxo-treated" 0.96336454 1
"ENSG00000248008" "NRAV" "lncRNA" "Normal vs Doxo-treated" 0.40335951 1
"ENSG00000248019" "FAM13A-AS1" "lncRNA" "Normal vs Doxo-treated" 0.559470455 1
"ENSG00000248029" "ENSG00000248029" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248049" "UBA6-DT" "lncRNA" "Normal vs Doxo-treated" -0.117508337 1
"ENSG00000248092" "NNT-AS1" "lncRNA" "Normal vs Doxo-treated" -0.356826105 1
"ENSG00000248099" "INSL3" "Protein_Coding" "Normal vs Doxo-treated" 0.144835558 1
"ENSG00000248101" "ENSG00000248101" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248103" "ENSG00000248103" "lncRNA" "Normal vs Doxo-treated" -0.98573748 1
"ENSG00000248107" "LINC02039" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248109" "MARCOL" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000248125" "ENSG00000248125" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248127" "SV2C-AS1" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248131" "LINC01194" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248137" "ENSG00000248137" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248138" "ENSG00000248138" "lncRNA" "Normal vs Doxo-treated" -0.123736709 1
"ENSG00000248143" "LINC02383" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248145" "ENSG00000248145" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248148" "ENSG00000248148" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248161" "ENSG00000248161" "lncRNA" "Normal vs Doxo-treated" -0.079157706 1
"ENSG00000248167" "TRIM39-RPP21" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000248172" "ENSG00000248172" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248174" "LINC02268" "lncRNA" "Normal vs Doxo-treated" 0.69424723 1
"ENSG00000248176" "ENSG00000248176" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248187" "ENSG00000248187" "lncRNA" "Normal vs Doxo-treated" -0.298975079 1
"ENSG00000248192" "ATG10-AS1" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248195" "ENSG00000248195" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248197" "LINC00290" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248203" "ENSG00000248203" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248211" "TRPC7-AS1" "lncRNA" "Normal vs Doxo-treated" -0.131386843 1
"ENSG00000248215" "LINC02505" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248221" "STX18-IT1" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248235" "ENSG00000248235" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000248240" "ENSG00000248240" "lncRNA" "Normal vs Doxo-treated" -0.543723306 1
"ENSG00000248242" "ENSG00000248242" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248261" "ENSG00000248261" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248266" "ENSG00000248266" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248285" "ENSG00000248285" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248296" "ENSG00000248296" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248300" "LINC02360" "lncRNA" "Normal vs Doxo-treated" 0.808664039 1
"ENSG00000248319" "LINC02275" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248322" "ENSG00000248322" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248330" "LINC00613" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248332" "TUB-AS1" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248333" "CDK11B" "Protein_Coding" "Normal vs Doxo-treated" -0.119588034 1
"ENSG00000248335" "ENSG00000248335" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248338" "LINC02472" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248339" "LINC02504" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248343" "ENSG00000248343" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248358" "ENSG00000248358" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248359" "ENSG00000248359" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248363" "ENSG00000248363" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248367" "ENSG00000248367" "lncRNA" "Normal vs Doxo-treated" -0.282624118 1
"ENSG00000248378" "ENSG00000248378" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248385" "TARM1" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000248393" "ENSG00000248393" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248397" "LINC00498" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248405" "PRR5-ARHGAP8" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000248416" "ENSG00000248416" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248417" "ENSG00000248417" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248425" "ENSG00000248425" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248428" "ENSG00000248428" "lncRNA" "Normal vs Doxo-treated" -0.98573748 1
"ENSG00000248431" "ENSG00000248431" "lncRNA" "Normal vs Doxo-treated" -0.123736709 1
"ENSG00000248434" "ENSG00000248434" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248440" "ENSG00000248440" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248441" "LETR1" "lncRNA" "Normal vs Doxo-treated" -0.614031111 1
"ENSG00000248443" "ENSG00000248443" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248456" "LINC02485" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248464" "FGF10-AS1" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248468" "ENSG00000248468" "lncRNA" "Normal vs Doxo-treated" 0.676177754 1
"ENSG00000248469" "ENSG00000248469" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248473" "LINC01962" "lncRNA" "Normal vs Doxo-treated" 0.805477524 1
"ENSG00000248474" "LINC02122" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248482" "ENSG00000248482" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248483" "POU5F2" "Protein_Coding" "Normal vs Doxo-treated" -0.123736709 1
"ENSG00000248484" "ENSG00000248484" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248487" "ABHD14A" "Protein_Coding" "Normal vs Doxo-treated" 0.019442756 1
"ENSG00000248489" "CHD1-DT" "lncRNA" "Normal vs Doxo-treated" -0.117927423 1
"ENSG00000248490" "ENSG00000248490" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248492" "ZFAT-AS1" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248494" "LNX1-AS2" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248505" "LINC02380" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248508" "SRP14-DT" "lncRNA" "Normal vs Doxo-treated" 0.072888262 1
"ENSG00000248511" "ENSG00000248511" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248514" "ENSG00000248514" "lncRNA" "Normal vs Doxo-treated" 0.094692586 1
"ENSG00000248517" "LINC02437" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248518" "ENSG00000248518" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248533" "ENSG00000248533" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248538" "PPP1R3B-DT" "lncRNA" "Normal vs Doxo-treated" -0.268220937 1
"ENSG00000248540" "ENSG00000248540" "lncRNA" "Normal vs Doxo-treated" 1.234522996 1
"ENSG00000248545" "ENSG00000248545" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248567" "ENSG00000248567" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248576" "ENSG00000248576" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248588" "ENSG00000248588" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248596" "ENSG00000248596" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248597" "ENSG00000248597" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248605" "ENSG00000248605" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248607" "ENSG00000248607" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248624" "ENSG00000248624" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248627" "ENSG00000248627" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248636" "ENSG00000248636" "lncRNA" "Normal vs Doxo-treated" 0.24788132 1
"ENSG00000248643" "RBM14-RBM4" "Protein_Coding" "Normal vs Doxo-treated" 0.325384744 1
"ENSG00000248663" "LINC00992" "lncRNA" "Normal vs Doxo-treated" -0.138311764 1
"ENSG00000248664" "ENSG00000248664" "lncRNA" "Normal vs Doxo-treated" 0.394060849 1
"ENSG00000248667" "ENSG00000248667" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248668" "OXCT1-AS1" "lncRNA" "Normal vs Doxo-treated" 0.289700572 1
"ENSG00000248671" "ALG1L9P" "lncRNA" "Normal vs Doxo-treated" 0.159125122 1
"ENSG00000248672" "LY75-CD302" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000248682" "ARHGAP22-IT1" "lncRNA" "Normal vs Doxo-treated" -0.129464785 1
"ENSG00000248690" "HAS2-AS1" "lncRNA" "Normal vs Doxo-treated" -0.211225503 1
"ENSG00000248692" "ADGRL3-AS1" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248701" "ENSG00000248701" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248708" "LINC02144" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248710" "ENSG00000248710" "Protein_Coding" "Normal vs Doxo-treated" -1.068127475 1
"ENSG00000248714" "ZNF652-AS1" "lncRNA" "Normal vs Doxo-treated" -0.304783761 1
"ENSG00000248730" "EGFLAM-AS4" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248733" "ENSG00000248733" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248734" "ENSG00000248734" "lncRNA" "Normal vs Doxo-treated" 0.51667751 1
"ENSG00000248744" "ENSG00000248744" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248749" "ENSG00000248749" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248753" "ENSG00000248753" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248757" "LINC02115" "lncRNA" "Normal vs Doxo-treated" -0.131386843 1
"ENSG00000248758" "ENSG00000248758" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248762" "ENSG00000248762" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248764" "ENSG00000248764" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248773" "ENSG00000248773" "lncRNA" "Normal vs Doxo-treated" 0.239130028 1
"ENSG00000248774" "ENSG00000248774" "lncRNA" "Normal vs Doxo-treated" -0.707864215 1
"ENSG00000248783" "ENSG00000248783" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248790" "ENSG00000248790" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248799" "ENSG00000248799" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248802" "ENSG00000248802" "lncRNA" "Normal vs Doxo-treated" 0.717966481 1
"ENSG00000248810" "LINC02432" "lncRNA" "Normal vs Doxo-treated" 0.22872177 1
"ENSG00000248813" "ENSG00000248813" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248816" "ENSG00000248816" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248842" "ENSG00000248842" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248844" "LINC02753" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248869" "LINC02511" "lncRNA" "Normal vs Doxo-treated" -0.312723306 1
"ENSG00000248870" "ENSG00000248870" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248871" "TNFSF12-TNFSF13" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000248872" "LINC02431" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248876" "ENSG00000248876" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248890" "HHIP-AS1" "lncRNA" "Normal vs Doxo-treated" -0.338036998 1
"ENSG00000248893" "FAM138E" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248898" "PELO-AS1" "lncRNA" "Normal vs Doxo-treated" 0.792406313 1
"ENSG00000248908" "LINC02239" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248918" "ENSG00000248918" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248920" "USP17L19" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000248932" "COPB2-DT" "lncRNA" "Normal vs Doxo-treated" 0.043450446 1
"ENSG00000248933" "USP17L22" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000248935" "ENSG00000248935" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248939" "ENSG00000248939" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248943" "ENSG00000248943" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248954" "ENSG00000248954" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248962" "ENSG00000248962" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248965" "ENSG00000248965" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248968" "ENSG00000248968" "lncRNA" "Normal vs Doxo-treated" 0.768603231 1
"ENSG00000248984" "ENSG00000248984" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248990" "LINC02758" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000248993" "ENSG00000248993" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000249007" "ENSG00000249007" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000249008" "ENSG00000249008" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000249016" "ENSG00000249016" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000249017" "ENSG00000249017" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000249021" "ENSG00000249021" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000249023" "ENSG00000249023" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000249036" "ENSG00000249036" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000249049" "ENSG00000249049" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000249052" "ENSG00000249052" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000249054" "FAM138D" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000249057" "MAST4-IT1" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000249061" "ENSG00000249061" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000249071" "EGFLAM-AS3" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000249073" "WSPAR" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000249082" "EPIST" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000249086" "ENSG00000249086" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000249087" "ZNF436-AS1" "lncRNA" "Normal vs Doxo-treated" 0.110240632 1
"ENSG00000249096" "LINC02362" "lncRNA" "Normal vs Doxo-treated" 0.803092894 1
"ENSG00000249099" "ENSG00000249099" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000249100" "ENSG00000249100" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000249104" "USP17L17" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000249106" "GPM6A-DT" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000249109" "ENSG00000249109" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000249111" "ENSG00000249111" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000249112" "ENSG00000249112" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000249114" "ENSG00000249114" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000249115" "HAUS5" "Protein_Coding" "Normal vs Doxo-treated" -0.193095359 1
"ENSG00000249122" "ENSG00000249122" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000249128" "LINC02215" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000249131" "PSD2-AS1" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000249139" "EPPIN-WFDC6" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000249141" "ENSG00000249141" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000249150" "ENSG00000249150" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000249152" "LNCPRESS2" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000249153" "ENSG00000249153" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000249156" "TAF11L12" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000249158" "PCDHA11" "Protein_Coding" "Normal vs Doxo-treated" 0.235508023 1
"ENSG00000249160" "LINC02213" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000249163" "PRPF39-DT" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000249166" "ENSG00000249166" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000249167" "SEMA6A-AS2" "lncRNA" "Normal vs Doxo-treated" 0.714481851 1
"ENSG00000249169" "ENSG00000249169" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000249171" "ENSG00000249171" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000249174" "ENSG00000249174" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000249175" "ENSG00000249175" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000249180" "ENSG00000249180" "lncRNA" "Normal vs Doxo-treated" -0.413821531 1
"ENSG00000249196" "TMEM132D-AS1" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000249198" "ENSG00000249198" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000249199" "ENSG00000249199" "lncRNA" "Normal vs Doxo-treated" 1.090282352 1
"ENSG00000249201" "TERLR1" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000249209" "ENSG00000249209" "Protein_Coding" "Normal vs Doxo-treated" -0.123736709 1
"ENSG00000249219" "ENSG00000249219" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000249222" "ATP5MGL" "Protein_Coding" "Normal vs Doxo-treated" -0.135899708 1
"ENSG00000249225" "ENSG00000249225" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000249231" "CASC16" "lncRNA" "Normal vs Doxo-treated" 0.712450142 1
"ENSG00000249234" "ENSG00000249234" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000249240" "ENSG00000249240" "Protein_Coding" "Normal vs Doxo-treated" 0 1
"ENSG00000249242" "TMEM150C" "Protein_Coding" "Normal vs Doxo-treated" -0.15998333 1
"ENSG00000249261" "ENSG00000249261" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000249269" "ENSG00000249269" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000249275" "ENSG00000249275" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000249276" "ENSG00000249276" "lncRNA" "Normal vs Doxo-treated" 0 1
"ENSG00000249279" "LINC02057" "lncRNA" "Normal vs Doxo-treated" 0.747792129 1
"ENSG00000249295" "ENSG00000249295" "lncRNA" "Normal vs Doxo-treated" 0 1
